,scenario,asset_name,total_system_cost_BUSD,total_capex_BUSD,total_opex_BUSD,total_cost_BUSD,total_emissions_MtCO2e
0,MEX-CHL_zero_cost_HVDC,RE_PV_MY,537.6652665845397,0.0,0.0,0.0,0.0
1,MEX-CHL_zero_cost_HVDC,RE_WIND_MY,537.6652665845397,0.0,0.0,0.0,0.0
2,MEX-CHL_zero_cost_HVDC,PP_CO2_MY,537.6652665845397,0.0,443.9410481498585,443.9410481498585,3290.3738990865086
3,MEX-CHL_zero_cost_HVDC,EL_Demand_MY,537.6652665845397,0.0,0.0,0.0,0.0
4,MEX-CHL_zero_cost_HVDC,CO2_Budget_MY,537.6652665845397,0.0,0.0,0.0,0.0
5,MEX-CHL_zero_cost_HVDC,RE_PV_MY,537.6652665845397,0.0,0.0,0.0,0.0
6,MEX-CHL_zero_cost_HVDC,RE_WIND_MY,537.6652665845397,0.0,0.0,0.0,0.0
7,MEX-CHL_zero_cost_HVDC,PP_CO2_MY,537.6652665845397,0.0,84.92654432485081,84.92654432485081,988.2864017267596
8,MEX-CHL_zero_cost_HVDC,EL_Demand_MY,537.6652665845397,0.0,0.0,0.0,0.0
9,MEX-CHL_zero_cost_HVDC,EL_Transport_MY,537.6652665845397,0.0,8.79767410983029,8.79767410983029,0.0
